gutenberg_id,text
1507,And will with deeds requite thy gentleness;
1507,"And for an onset, Titus, to advance"
1507,"Thy name and honourable family,"
1507,"Lavinia will I make my empress,"
1507,"Rome's royal mistress, mistress of my heart,"
1507,And in the sacred Pantheon her espouse:
1507,"Tell me, Andronicus, doth this motion please thee?"
1507,
1507,TITUS.
1507,"It doth, my worthy lord; and in this match"
1507,I hold me highly honoured of your grace:
1507,"And here in sight of Rome, to Saturnine,--"
1507,"King and commander of our commonweal,"
1507,"The wide world's emperor,--do I consecrate"
1507,"My sword, my chariot, and my prisoners;"
1507,Presents well worthy Rome's imperious lord:
1507,"Receive them then, the tribute that I owe,"
1507,Mine honour's ensigns humbled at thy feet.
1507,
1507,SATURNINUS.
1507,"Thanks, noble Titus, father of my life!"
1507,How proud I am of thee and of thy gifts
1507,Rome shall record; and when I do forget
1507,"The least of these unspeakable deserts,"
1507,"Romans, forget your fealty to me."
1507,
1507,TITUS.
1507,"[To TAMORA.] Now, madam, are you prisoner to an emperor;"
1507,To him that for your honour and your state
1507,Will use you nobly and your followers.
1507,
1507,SATURNINUS.
1507,"A goodly lady, trust me; of the hue"
1507,"That I would choose, were I to choose anew.--"
1507,"Clear up, fair queen, that cloudy countenance:"
1507,"Though chance of war hath wrought this change of cheer,"
1507,Thou com'st not to be made a scorn in Rome:
1507,Princely shall be thy usage every way.
1507,"Rest on my word, and let not discontent"
1507,"Daunt all your hopes: madam, he comforts you"
1507,Can make you greater than the Queen of Goths.--
1507,"Lavinia, you are not displeas'd with this?"
1507,
1507,LAVINIA.
1507,"Not I, my lord, sith true nobility"
1507,Warrants these words in princely courtesy.
1507,
1507,SATURNINUS.
1507,"Thanks, sweet Lavinia.--Romans, let us go:"
1507,Ransomless here we set our prisoners free:
1507,"Proclaim our honours, lords, with trump and drum."
1507,
1507,[Flourish. SATURNINUS courts TAMORA in dumb show.]
1507,
1507,BASSIANUS.
1507,"Lord Titus, by your leave, this maid is mine."
1507,
1507,[Seizing LAVINIA.]
1507,
1507,TITUS.
1507,"How, sir! are you in earnest then, my lord?"
1507,
1507,BASSIANUS.
1507,"Ay, noble Titus; and resolv'd withal"
1507,To do myself this reason and this right.
1507,
1507,MARCUS.
1507,Suum cuique is our Roman justice:
1507,This prince in justice seizeth but his own.
1507,
1507,LUCIUS.
1507,"And that he will and shall, if Lucius live."
1507,
1507,TITUS.
1507,"Traitors, avaunt!--Where is the emperor's guard?--"
1507,"Treason, my lord,--Lavinia is surpris'd!"
1507,
1507,SATURNINUS.
1507,Surpris'd! by whom?
1507,
1507,BASSIANUS.
1507,By him that justly may
1507,Bear his betroth'd from all the world away.
1507,
1507,[Exeunt BASSIANUS and MARCUS with LAVINIA.]
1507,
1507,MUTIUS.
1507,"Brothers, help to convey her hence away,"
1507,And with my sword I'll keep this door safe.
1507,
1507,"[Exeunt LUCIUS, QUINTUS, and MARTIUS.]"
1507,
1507,TITUS.
1507,"Follow, my lord, and I'll soon bring her back."
1507,
1507,MUTIUS.
1507,"My lord, you pass not here."
1507,
1507,TITUS.
1507,"What, villain boy!"
1507,Barr'st me my way in Rome?
1507,
1507,[Stabbing MUTIUS.]
1507,
1507,MUTIUS.
1507,"Help, Lucius, help!"
1507,
1507,[Dies.]
1507,
1507,[Re-enter Lucius.]
1507,
1507,LUCIUS.
1507,"My lord, you are unjust; and more than so:"
1507,In wrongful quarrel you have slain your son.
1507,
1507,TITUS.
1507,Nor thou nor he are any sons of mine;
1507,My sons would never so dishonour me.
1507,"Traitor, restore Lavinia to the Emperor."
1507,
1507,LUCIUS.
1507,"Dead, if you will; but not to be his wife,"
1507,That is another's lawful promis'd love.
1507,
1507,[Exit.]
1507,
1507,SATURNINUS.
1507,"No, Titus, no; the emperor needs her not,"
1507,"Nor her, nor thee, nor any of thy stock:"
1507,I'll trust by leisure him that mocks me once;
1507,"Thee never, nor thy traitorous haughty sons,"
1507,Confederates all thus to dishonour me.
1507,Was there none else in Rome to make a stale
1507,"But Saturnine? Full well, Andronicus,"
1507,Agree these deeds with that proud brag of thine
1507,That said'st I begg'd the empire at thy hands.
1507,
1507,TITUS.
1507,O monstrous! what reproachful words are these?
1507,
1507,SATURNINUS.
1507,"But go thy ways; go, give that changing piece"
1507,To him that flourish'd for her with his sword;
1507,A valiant son-in-law thou shalt enjoy;
1507,"One fit to bandy with thy lawless sons,"
1507,To ruffle in the commonwealth of Rome.
1507,
1507,TITUS.
1507,These words are razors to my wounded heart.
1507,
1507,SATURNINUS.
1507,"And therefore, lovely Tamora, Queen of Goths,--"
1507,"That, like the stately Phoebe 'mongst her nymphs,"
1507,"Dost overshine the gallant'st dames of Rome,--"
1507,"If thou be pleas'd with this my sudden choice,"
1507,"Behold, I choose thee, Tamora, for my bride"
1507,And will create thee empress of Rome.
1507,"Speak, Queen of Goths, dost thou applaud my choice?"
1507,"And here I swear by all the Roman gods,--"
1507,"Sith priest and holy water are so near,"
1507,"And tapers burn so bright, and everything"
1507,"In readiness for Hymenaeus stand,--"
1507,"I will not re-salute the streets of Rome,"
1507,"Or climb my palace, till from forth this place"
1507,I lead espous'd my bride along with me.
1507,
1507,TAMORA.
1507,"And here in sight of heaven to Rome I swear,"
1507,"If Saturnine advance the Queen of Goths,"
1507,"She will a handmaid be to his desires,"
1507,"A loving nurse, a mother to his youth."
1507,
1507,SATURNINUS.
1507,"Ascend, fair queen, Pantheon.--Lords, accompany"
1507,"Your noble emperor and his lovely bride,"
1507,"Sent by the heavens for Prince Saturnine,"
1507,Whose wisdom hath her fortune conquered:
1507,There shall we consummate our spousal rites.
1507,
1507,[Exeunt SATURNINUS and his Followers; TAMORA and her Sons; AARON
1507,and Goths.]
1507,
1507,TITUS.
1507,I am not bid to wait upon this bride.--
1507,"Titus, when wert thou wont to walk alone,"
1507,"Dishonour'd thus, and challenged of wrongs?"
1507,
1507,"[Re-enter MARCUS, LUCIUS, QUINTUS, and MARTIUS.]"
1507,
1507,MARCUS.
1507,"O Titus, see, O, see what thou hast done!"
1507,In a bad quarrel slain a virtuous son.
1507,
1507,TITUS.
1507,"No, foolish tribune, no; no son of mine,--"
1507,"Nor thou, nor these, confederates in the deed"
1507,That hath dishonoured all our family;
1507,Unworthy brother and unworthy sons!
1507,
1507,LUCIUS.
1507,"But let us give him burial, as becomes;"
1507,Give Mutius burial with our bretheren.
1507,
1507,TITUS.
1507,"Traitors, away! He rests not in this tomb:--"
1507,"This monument five hundred years hath stood,"
1507,Which I have sumptuously re-edified:
1507,Here none but soldiers and Rome's servitors
1507,Repose in fame; none basely slain in brawls:--
1507,"Bury him where you can, he comes not here."
1507,
1507,MARCUS.
1507,"My lord, this is impiety in you:"
1507,My nephew Mutius' deeds do plead for him;
1507,He must be buried with his bretheren.
1507,
1507,QUINTUS & MARTIUS.
1507,"And shall, or him we will accompany."
1507,
1507,TITUS.
1507,And shall! What villain was it spake that word?
1507,
1507,QUINTUS.
1507,He that would vouch it in any place but here.
1507,
1507,TITUS.
1507,"What, would you bury him in my despite?"
1507,
1507,MARCUS.
1507,"No, noble Titus; but entreat of thee"
1507,"To pardon Mutius, and to bury him."
1507,
1507,TITUS.
1507,"Marcus, even thou hast struck upon my crest,"
1507,And with these boys mine honour thou hast wounded:
1507,My foes I do repute you every one;
1507,"So trouble me no more, but get you gone."
1507,
1507,MARTIUS.
1507,He is not with himself; let us withdraw.
1507,
1507,QUINTUS.
1507,"Not I, till Mutius' bones be buried."
1507,
1507,[MARCUS and the Sons of TITUS kneel.]
1507,
1507,MARCUS.
1507,"Brother, for in that name doth nature plead,--"
1507,
1507,QUINTUS.
1507,"Father, and in that name doth nature speak,--"
1507,
1507,TITUS.
1507,"Speak thou no more, if all the rest will speed."
1507,
1507,MARCUS.
1507,"Renowned Titus, more than half my soul,--"
1507,
1507,LUCIUS.
1507,"Dear father, soul and substance of us all,--"
1507,
1507,MARCUS.
1507,Suffer thy brother Marcus to inter
1507,"His noble nephew here in virtue's nest,"
1507,That died in honour and Lavinia's cause:
1507,"Thou art a Roman,--be not barbarous."
1507,"The Greeks upon advice did bury Ajax,"
1507,That slew himself; and wise Laertes' son
1507,Did graciously plead for his funerals:
1507,"Let not young Mutius, then, that was thy joy,"
1507,Be barr'd his entrance here.
1507,
1507,TITUS.
1507,"Rise, Marcus, rise:"
1507,"The dismall'st day is this that e'er I saw,"
1507,To be dishonour'd by my sons in Rome!--
1507,"Well, bury him, and bury me the next."
1507,
1507,[MUTIUS is put into the tomb.]
1507,
1507,LUCIUS.
1507,"There lie thy bones, sweet Mutius, with thy friends,"
1507,Till we with trophies do adorn thy tomb.
1507,
1507,ALL.
1507,[Kneeling.] No man shed tears for noble Mutius;
1507,He lives in fame that died in virtue's cause.
1507,
1507,MARCUS.
1507,"My lord,--to step out of these dreary dumps,--"
1507,How comes it that the subtle Queen of Goths
1507,Is of a sudden thus advanc'd in Rome?
1507,
1507,TITUS.
1507,"I know not, Marcus, but I know it is,--"
1507,"Whether by device or no, the heavens can tell:"
1507,"Is she not, then, beholding to the man"
1507,That brought her for this high good turn so far?
1507,
1507,MARCUS.
1507,"Yes, and will nobly him remunerate."
1507,
1507,"[Flourish. Re-enter, at one side, SATURNINUS, attended; TAMORA"
1507,"DEMETRIUS, CHIRON, and AARON; at the other, BASSIANUS, LAVINIA,"
1507,and others.]
1507,
1507,SATURNINUS.
1507,"So, Bassianus, you have play'd your prize:"
1507,"God give you joy, sir, of your gallant bride!"
1507,
1507,BASSIANUS.
1507,"And you of yours, my lord! I say no more,"
1507,Nor wish no less; and so I take my leave.
1507,
1507,SATURNINUS.
1507,"Traitor, if Rome have law or we have power,"
1507,Thou and thy faction shall repent this rape.
1507,
1507,BASSIANUS.
1507,"Rape, call you it, my lord, to seize my own,"
1507,"My true betrothed love, and now my wife?"
1507,But let the laws of Rome determine all;
1507,Meanwhile am I possess'd of that is mine.
1507,
1507,SATURNINUS.
1507,"'Tis good, sir. You are very short with us;"
1507,But if we live we'll be as sharp with you.
1507,
1507,BASSIANUS.
1507,"My lord, what I have done, as best I may,"
1507,"Answer I must, and shall do with my life."
1507,"Only thus much I give your grace to know,--"
1507,"By all the duties that I owe to Rome,"
1507,"This noble gentleman, Lord Titus here,"
1507,"Is in opinion and in honour wrong'd,"
1507,"That, in the rescue of Lavinia,"
1507,"With his own hand did slay his youngest son,"
1507,"In zeal to you, and highly mov'd to wrath"
1507,To be controll'd in that he frankly gave:
1507,"Receive him then to favour, Saturnine,"
1507,That hath express'd himself in all his deeds
1507,A father and a friend to thee and Rome.
1507,
1507,TITUS.
1507,"Prince Bassianus, leave to plead my deeds:"
1507,'Tis thou and those that have dishonour'd me.
1507,Rome and the righteous heavens be my judge
1507,How I have lov'd and honour'd Saturnine!
1507,
1507,TAMORA.
1507,"My worthy lord, if ever Tamora"
1507,"Were gracious in those princely eyes of thine,"
1507,Then hear me speak indifferently for all;
1507,"And at my suit, sweet, pardon what is past."
1507,
1507,SATURNINUS.
1507,"What, madam! be dishonoured openly,"
1507,And basely put it up without revenge?
1507,
1507,TAMORA.
1507,"Not so, my lord; the gods of Rome forfend"
1507,I should be author to dishonour you!
1507,But on mine honour dare I undertake
1507,"For good Lord Titus' innocence in all,"
1507,Whose fury not dissembled speaks his griefs:
1507,Then at my suit look graciously on him;
1507,"Lose not so noble a friend on vain suppose,"
1507,Nor with sour looks afflict his gentle heart.--
1507,"[Aside.] My lord, be rul'd by me, be won at last;"
1507,Dissemble all your griefs and discontents:
1507,You are but newly planted in your throne;
1507,"Lest, then, the people, and patricians too,"
1507,"Upon a just survey take Titus' part,"
1507,"And so supplant you for ingratitude,--"
1507,"Which Rome reputes to be a heinous sin,--"
1507,Yield at entreats; and then let me alone:
1507,"I'll find a day to massacre them all,"
1507,"And raze their faction and their family,"
1507,"The cruel father and his traitorous sons,"
1507,To whom I sued for my dear son's life;
1507,And make them know what 'tis to let a queen
1507,Kneel in the streets and beg for grace in vain.--
1507,"Come, come, sweet emperor,--come, Andronicus,--"
1507,"Take up this good old man, and cheer the heart"
1507,That dies in tempest of thy angry frown.
1507,
1507,SATURNINUS.
1507,"Rise, Titus, rise; my empress hath prevail'd."
1507,
1507,TITUS.
1507,"I thank your majesty and her, my lord:"
1507,"These words, these looks, infuse new life in me."
1507,
1507,TAMORA.
1507,"Titus, I am incorporate in Rome,"
1507,"A Roman now adopted happily,"
1507,And must advise the emperor for his good.
1507,"This day all quarrels die, Andronicus;--"
1507,"And let it be mine honour, good my lord,"
1507,That I have reconcil'd your friends and you. --
1507,"For you, Prince Bassianus, I have pass'd"
1507,My word and promise to the emperor
1507,That you will be more mild and tractable.--
1507,"And fear not, lords,--and you, Lavinia,--"
1507,"By my advice, all humbled on your knees,"
1507,You shall ask pardon of his majesty.
1507,
1507,LUCIUS.
1507,We do; and vow to heaven and to his highness
1507,"That what we did was mildly as we might,"
1507,Tendering our sister's honour and our own.
1507,
1507,MARCUS.
1507,That on mine honour here do I protest.
1507,
1507,SATURNINUS.
1507,"Away, and talk not; trouble us no more."
1507,
1507,TAMORA.
1507,"Nay, nay, sweet emperor, we must all be friends:"
1507,The tribune and his nephews kneel for grace;
1507,"I will not be denied: sweet heart, look back."
1507,
1507,SATURNINUS.
1507,"Marcus, for thy sake, and thy brother's here,"
1507,"And at my lovely Tamora's entreats,"
1507,I do remit these young men's heinous faults:
1507,Stand up.--
1507,"Lavinia, though you left me like a churl,"
1507,I found a friend; and sure as death I swore
1507,I would not part a bachelor from the priest.
1507,"Come, if the emperor's court can feast two brides,"
1507,"You are my guest, Lavinia, and your friends."
1507,"This day shall be a love-day, Tamora."
1507,
1507,TITUS.
1507,"To-morrow, an it please your majesty"
1507,"To hunt the panther and the hart with me,"
1507,With horn and hound we'll give your grace bonjour.
1507,
1507,SATURNINUS.
1507,"Be it so, Titus, and gramercy too."
1507,
1507,[Exeunt.]
1507,
1507,
1507,
1507,ACT II.
1507,
1507,SCENE I. Rome. Before the palace.
1507,
1507,[Enter AARON.]
1507,
1507,AARON.
1507,"Now climbeth Tamora Olympus' top,"
1507,"Safe out of fortune's shot; and sits aloft,"
1507,Secure of thunder's crack or lightning's flash;
1507,Advanc'd above pale envy's threatening reach.
1507,"As when the golden sun salutes the morn,"
1507,"And, having gilt the ocean with his beams,"
1507,"Gallops the zodiac in his glistening coach,"
